Name,Lowest price,Price per slot,Trader price,Hash EN,Hash RU
MIAD Pistol grip for AR-15 based systems,0,0,0,454c2a44600cd1487d0e967f441a6c91,50d251ed42b4ddf2e1ab55d82cd0c57f
Magpul MOE AR-15 pistol grip,0,0,0,ed4fe7c3f328a49d26d92d69761d2397,4da4e33e227024ca3b5542079e4d6624
Magpul MOE AR-15 pistol grip (FDE),0,0,0,c170785268ce51cf5ddd77709f812bc5,81d386d9e6b798d337f750deb77c65eb
Magpul MOE pistol grip for AK,0,0,0,ac8be041252381b776701c771dcc323a,f7b4e7e5468f4dfda3855dc78d2ceb38
Magpul Pistol Grip for Pro 700 Kit,0,0,0,f6cdf815dd84c77fd6379f32119e874a,8215a301e5cda4a6be6838445f71545b
Molot AK bakelite pistol grip,0,0,0,da780c5e586c4f4b07cde5e5f95d8bc7,8952bab552e16556d3b30dd244580b76
Naroh Arms GRAL-S Pistol grip for AR-15-compatible weapons,0,0,0,7fe8ab688f8a8a1809b5045006793ef7,5e2f7cb59f5bb2a355c789e1c06fc59b
Orsis T-5000 Pistol Grip,0,0,0,9a0011efddaefc197d374564d748ae1a,a6f9e93257bba9e298bcc5bafb9724d5
PM-Laser TT-206 side grips with LAM,0,0,0,85158789cf0f25d4dd0b65a1c324104b,2cff113cf5e723e98fc9220cbfdb64a3
PP-19-01 Izhmash pistol grip,0,0,0,04aedb1fbc05b1c32f21cc77da8d2c1f,49fd69d516d162bb6d556e2dc85b007d
"Pachmayr ""American legend grip #423 for M1911A1",0,0,0,df4a605802ff4fa32d0f0694a59ae4f0,1483909f1a26a3d7706dbe67609832de
Pachmayr tactical rubber grip,0,0,0,7768bb8ac855c0bc8ab3139466d0ca8a,5cca8412739d9b96b2c782428ea62ddc
Pistol grip SIG MPX,0,0,0,1ca64ce1af5101f2e0b643243643298b,9cae90c10235e611bd77da42229fe399
Polymer Izhmekh pistol grip for MP-443,0,0,0,5bdc239360e1dddb031a9435ebdc2687,64de047d5f4408aeb077fcf67dd53183
Polymer pistol grip for KS-23M,0,0,0,8ec61ca640f1719f8b9f91236677a086,554d5b8754cc882a2283d18718750cf0
Polymer pistol grip for M9A3,0,0,0,63296e29a59b3028b300c0985150999a,2a80f3a58e1e7277b0dec538a9efc7e9
Razor Arms TT rubber grips,0,0,0,259e8f1cfa764947a6f52f7a18043381,47ad09ac0e8416ef49479811266e60d5
"Regular ""DS Arms"" pistol grip for SA-58",0,0,0,08d725dd1632373ef281d972981d8316,b771fcb840f73d6e4b5df1dc8d6ec91e
Rubber with finger grooves pistol grip for P226,0,0,0,d28ae391e6565a5092e60c96d87d6fce,c2c664388df293cff318254cb5014a0c
SI Enhanced pistol grip for AK,0,0,0,c5c322e5445882a16ac1560e1569b49d,66f09dc08c3845cd9db11f69c9604ad4
SI Enhanced pistol grip for AK FDE,0,0,0,447055af366bdcc41f64944c4e4bdf8e,66f09dc08c3845cd9db11f69c9604ad4
SIG MCX pistol grip,0,0,0,47167588db6c5c82ea2278c72b2aac01,8290181e9eb76105adf2edfecfaaedb0
Sig Sauer FDE pistol grip for P226 (Combat),0,0,0,d82d166dc34598b5c745fd33a56c8637,cb34b3e6c6e82ba5cd8e1629416a4e5a
Skeletonized AR-15 pistol grip,0,0,0,ed670887a24c7a5d3c531242e2e8aa58,No hash
Standard TT side grips,0,0,0,d299ee2a98f277cbe1f7117def8519a6,5386e0247cb830009157a904c244f00e
Standart polymerpistol grip for M1911A1,0,0,0,dc4360fb727b2b9eab5848fa520d34e2,f22e2ae93ea612a58a8709d447c6d203
Standart polymerpistol grip for M45A1,0,0,0,No hash,No hash
Stark AR Rifle Grip (FDE) for AR-15-compatible weapons,0,0,0,fa90b500f13284cae49d13caf43dff7a,c7dc1b13618271eaf1a8e43e4a8df295
Stark AR Rifle Grip (black) for AR-15-compatible weapons,0,0,0,dcea3fb0e7e26fb53f530ccd95370233,9989dde36285fde04631a8c5406ee2ae
TAPCO SAW-Style FDE pistol grip for AK,0,0,0,7cd5e96a84ad7629621f51f0d4eac376,e1e6f00d296062fa15866d969cbb31f5
TAPCO SAW-Style black pistol grip for AK,0,0,0,f263c6eed9f97a78c80e8bc03be590e9,56aafd9ca0c50aaba0504925a51f4285
TAPCO SAW-Style black pistol grip for SA-58,0,0,0,8c2db71e715deac423944228dcdc0b74,65310e1e7c7ffffbf7cbd617a3f7302d
TAPCO SAW-Style pistol grip for SKS INTRAFUSE Kit,0,0,0,7195a284b4cbbbb9c885fc205de49131,16e812266425cf95080e20ee963dd178
TOZ 002 pistol grip for TOZ-106,0,0,0,7d1513b643f22b250cb6067542730b29,33bbf9e1291ec149b3cd14ab7fb65230
TSNIITOCHMASH bakelite PB side grips,0,0,0,13268be4b7547c644a54dba32d33e5d5,4ad588127a27ec834e8eee35b1c4761a
Tacfire pistol grip for Mosin rifle,0,0,0,42a829f194bacd15dbe91196424c82b7,97d9f7a12c410056fc71fbbca95bc9ec
US Palm pistol grip for AK,0,0,0,cf28f47d7090a33a2434718cafaf1ca2,996be6155b8f264497917167f14965ee
Wooden Izhmash AKM pistol grip for AK,0,0,0,18fa1b2bc51ecd8f47de4056328890d2,07a47c0edd1130535a5c018ea94246fe
Wooden Sig Sauer Elite pistol grip for P226,0,0,0,717bb0fd5a22b902dec814bf590d70f0,d36cd06488e3f3e72ca7ff8473a70b01
ZMZ Polymer pistol grip for PP-91,0,0,0,9939f6e6cd666369df60bd3edeee465b,298b305482b879d8fe361625d4309d4c
Zenit RK-3 AK pistol grip,0,0,0,c1e1cf2df7018081a0cbed0463d78ae2,fc68cc46c6746b9f079dbf3eb79fad7c
AKS-74U Dust cover (6P26 Sb.7),0,0,0,7c4d8d486785b86222678fa8f247741c,4ca786bb53a01d446301889b080a557a
AKademia Bastion dust cover for AK,0,0,0,5892e40d6f02c87dd4c01b265d1956a7,2ebc6e05f73d3c150b923ac6f5c81380
AS VAL Dust cover,0,0,0,40e077874efd8e815534096556644f7f,357b61575a2df68badf289b6d2006b05
Custom SVDS dust cover,0,0,0,a68b41279cd6979f23ac31a73f631e6d,No hash
DS Arms Extreme Duty dust cover for SA58,0,0,0,5672bc190abd062f50239becd8cc030a,46a9a04b5827701b9968cf4250c803a0
FN EFFEN 90 Upper receiver for P90,0,0,0,9b6e694aba1a13aa87027417dbfdd68c,5dff1aed8f14010e82a448a7571de44c
FN Upper receiver for P90,0,0,0,90e6f730027542d2499814c7005607e6,5dff1aed8f14010e82a448a7571de44c
FN Upper receiver for PS90,0,0,0,923616b13175737463427b1fa6b90803,b0f10d7dc12fa9c806950900e03442f9
Fab Defence PDC dust cover for AK-74,0,0,0,22317f0d7e4ec4eca12da7c3ff362be9,46330efe5b7433d819b5740502613012
Five-seveN MK2 pistol slide,0,0,0,760bee11b59c89e590a7c613f6c3f6ee,e3578f880d72d1601a429bc34f2a66f2
Glock 18C 9x19 slide,0,0,0,No hash,No hash
Glock 9x19 Moto Cut slide,0,0,0,1ba6b3eb2bf7d976fcf3de86cd02aadc,5fda60784ef897a12af029852de984a9
Glock 9x19 Viper Cut slide,0,0,0,78f218a50cf5783f1d457bb9de865c56,4f19f527e3d1d50cb3c5851f5de4ce67
Glock 9x19 slide,0,0,0,7ec2b7af59f7d38155b848d6eb62d888,aef87186e44c722692a7a6d0e1884de8
Glock Alpha Wolf Custom slide,0,0,0,7473ac444f6c3c59c5cdd94f55b7bd2a,f8c9f2203c53a03ca06bebda5e3ad107
Glock Alpha Wolf slide,0,0,0,e787e40ed9d13fcdc5885de9296d9efb,e6719fe627dc4abb010093a7ad61c5fd
Glock Zev Tech Hex Spartan slide,0,0,0,023a2024fdd0ff80b4ac83b052ebaf57,545109bd2f2226b5033039d6fe6ba83e
HK MP5 Kurz Upper receiver,0,0,0,c5a42ae8693cc92f7882e79678d0364e,fe3e74c4697d843a76d8c19122b2c0c5
HK MP5 Upper receiver,0,0,0,5aba14a57106de98e007692e1b350820,9e1782c2b578eef753a09b77e92d3266
HK MP5SD Upper receiver,0,0,0,4cd6f4d6090cb714daa1b7164051d488,4ce5841e84f649411515ece72f482938
IzhMash AKS-74UB Dust cover,0,0,0,9ab2decb2043a5679a89241b82da3217,e7260e12b797e534985132734e1dcfb6
Izhmash AK-74 dust cover (6P1 0-1),0,0,0,224691431555ee8a9c31e944e4df0c56,5153a7c019af8100227951ce38282d54
Izhmash AK-74M dust cover (6P34 0-1),0,0,0,d12845ab4f4668e406b86d50d68a9254,e17a0e9a8e04e27562f1f7caf1dcb6f4
Izhmash AKM dust cover (6P1 0-1),0,0,0,5a224d03d7b1985bad4b32bf673fc4e7,500dec9bf952d7faf2b2913ce230db4c
Izhmash SOK-12 Sb.0-2 dust cover,0,0,0,8d14e1c4679cf21ea51439af00cfb00c,14c4c0aa869d4ad8267d2e3a6f0b6735
Izhmash SVDS dust cover,0,0,0,21d96a7f76f1e05837a33eb8268aa5a3,141f669f89b01a79c3bad1eb9d54d178
Izhmash Vityaz receiver cover,0,0,0,315a2d3666cec16d72283b9f45f5e0b2,f1206ddf0d11cc40729839d47648e0fd
Izhmash Vityaz-SN receiver cover,0,0,0,fa37dea02ffa0126524b8545b0ad5f2f,f1206ddf0d11cc40729839d47648e0fd
Izhmash regular dust cover for RPK-16,0,0,0,e1891d58ba5ebcb285b033946328793b,d4104fa1238f0962a9b6fddf72206ec3
Lightweight upper 5.56x45 for TX15 rifle,0,0,0,883af1508962c52c5ffb0f9536dd5fec,f6e24f27080e500cd189b4c5cdb6798b
M1911A1 .45 ACP slide,0,0,0,d676a49a788b7343dc776cec7265ee3b,1428fc6e3a1c218c6dd9259ab6e282fd
M45A1 .45 ACP slide,"133,337","66,669","2,856",No hash,No hash
M9A3 9x19 pistol slide,"5,5","2,75","1,316",2d3cfedf1067b15729b451003aca05a1,6dfbb298b1de0c56633b7bc1383472ed
Molot AKM type dust cover,"10,95","5,475",559,d9b310518929dface380a081b9c93687,a93bbf38c1246c04d0f90d1e72e53137
Molot VPO-101 dust cover,0,0,0,c0163a72f34f6d2021c7763210981fc8,No hash
Noveske Gen.3 5.56x45 Upper receiver for AR systems,0,0,0,680de17c58f87136b5d10a54af4ff013,ba4d26e2c65b38f617a591255380340d
P226 Axelson tactical Mk.25 pistol slide,0,0,0,f09e820aef302ea29936eb16f5e698f9,15d9ea563b5695a9a9991251812d964b
P226 Sig Emperor scorpion pistol slide,0,0,0,1066151c6a95d7896a22368365647cb3,b8c52466dd922cd5b97224f914353b8e
P226 Sig Legion full size pistol slide,0,0,0,343c4379c857d1a777879c0806155259,85b3c79d504e91f67b2e55644de8182f
P226 Sig Stainless elite pistol slide,0,0,0,669bfd8071b5eaa3db1d946b9e159af2,9426881483a0c8c1a94a478921cd99fe
PPSH-41 dust cover,0,0,0,f87e5e7046b5b4a5e617e206f43df12f,00dff5e190c299006b5b14a13d7d136e
Polymer80 PS9 Glock slide,0,0,0,No hash,No hash
Regular dust cover for FAL,0,0,0,88028ea3f74b640707dfef688bf030df,f776bcda5450d8d03632904ba70920e3
SIG Sauer P226R 9x19 pistol slide,0,0,0,8ca82f7babae771c5a87fca70c239ad8,5f8139d2a16d5e95ad788b36f71c9a30
Sword Int. Mk-18 mod 1 Upper receiver,0,0,0,cc03c12d1c2ccc020916be2a5f3b0cd2,3e586c37cfacab87960c95971e037961
TWS Dog leg rail dust cover for AK,0,0,0,dcf5673a01a154a09a806d149e4714a1,0332cd843305678b0137111c428014d8
Upper receiver ADAR 2-15 5.56x45 for 2-15 assault rifle,0,0,0,30af6e545c95638571b665ecca4b0b2c,15f72c536057c5acf9478b55bc688dff
Upper receiver B&T 9x19 for MP9 SMG,0,0,0,c94e7be1a87026860f50a5b7c7198af2,5dff1aed8f14010e82a448a7571de44c
Upper receiver B&T 9x19 for MP9-N SMG,0,0,0,No hash,5dff1aed8f14010e82a448a7571de44c
Upper receiver Colt M4A1 5.56x45 for M4A1 assault rifle,0,0,0,5d07e88445ab18de57f30a2cb1c2df1f,30a7f87373f51caed1ff7af6ff05b2e0
Upper receiver HK 416A5 5.56x45 for 416A5,0,0,0,e2e6e920d67fdfc4e7e364a8103a78ae,a8b77176ef026939463bdace7cd45797
Upper receiver KAC 7.62x51 for SR-25 rifle,0,0,0,3083c7964e0108851b95bd55f6eec202,78dbe3c2002c14dbeb75e92a338854de
Upper receiver of the first generation SIG MPX,0,0,0,58d71b76829993dac9b2cab07394e378,1a4ac80fadb2bfc8949b4e3f139fb375
Upper receiver of the first generation Sig-Sauer MCX,0,0,0,No hash,No hash
VSS Vintorez dust cover,0,0,0,14c13389d970d16ad139c9033331d1f4,8ca8dfc3d4b9dd901a635ad618ed7e01
Vltor MUR-1S 5.56x45 Upper receiver for AR systems,0,0,0,c4257a5c33b4938710a510a719a4b5ee,13e78fd7cdee0a28924b9c6416bba862
Zenit B-33 dust cover for AK-74,0,0,0,cda8bcef7aa51b97da55ea9f93ea73ac,36da34c1c288374b413c371c2ac4c2d8
Zev Tech Hex Gen3 slide,0,0,0,5a7fe5e1a6071b88f8186905c10e73b3,c8de3f20fa2ca8e2b8c9221f415ee306
AK-105 Standard Rearsight (6P44 Sb.1-30),0,0,0,No hash,No hash
AK-74 Standard Rearsight (6P1 Sb.2),0,0,0,a295e27233763630b43fef9f8f9eed29,2b806961656476a3b23b56083d65086c
AK-74M Standard Rearsight (6P20 Sb.2),0,0,0,59d8fe3663aee93be9b3a1362f35dbe9,a304d9ee0d914773bd8892c3d3ef408b
AKM / VPO-209 Standard Rearsight,0,0,0,1156a12a9fd6a92912869007ce450490,56ddd83ff8563869a7e24751d013329b
AKM Standard Rearsight (6P1 Sb.2-1),0,0,0,51a7f3923cdd781f7648a18d9cdb08f2,abdcb10ef787ab520a3f130223b0a17c
AKMB system rear sight,471,471,264,169d639bc6514881db732766002671cf,4745fb92717fbb27a5031c3636450c22
AKMP system front sight device,"11,413","11,413",263,fb37403280fba3f65a47ef61246f65eb,0daeca23f8605d06277adb7337fb86d3
AKMP system rear sight device,470,470,263,558d8bbe6f1f716ba9331cf05ce2c6a3,1084851c7128b208d1905a308833ceca
APB Rearsight,0,0,0,No hash,No hash
APS Frontsight,0,0,0,2771f63d2da25d998d7a8ad92ddff60c,7e6b57926d3608351af367e5c5b2bd18
APS Rearsight,0,0,0,a4525ad86b07ed36b2be8537daf5d1c3,7e6b57926d3608351af367e5c5b2bd18
AS VAL Standard rear sight,0,0,0,5fac79c559d4fcf120ad53b4f10ecf6a,f368323763209700d070db69c6dbce3b
ASh-12 Folding sight Frontsight,0,0,0,ef35ecb9a7484cf57bd94931f769e096,No hash
Aimpoint COMP M4 reflex sight,0,0,0,3d297caaf88f41efae15b51162a1ea4c,ece84c4d01bcccdb3e2325f79baa6124
Aimpoint Micro T-1 reflex sight,"24,485","24,485","15,873",9b52ae29357873c31785c2015d776aa7,76527580ebd211227951533cc7507758
B&T MP9 Standard Rear-sight,0,0,0,f54ce7420156de40db3e448b8f3bedeb,da49b5fd5466df93ed5657480aabb4b5
Belomo PK-06 reflex sight,0,0,0,c6a626ad04db85aeeab19478358a8bf9,1bddbc3e9c764df70dbbc658e48ec687
Beretta M9A3 Standard Rearsight,0,0,0,No hash,No hash
Burris FastFire 3 Reflex Sight,0,0,0,940ce0aa14c2a6c6e0a1f680de769e1b,3deee0c8875313e328f2a7b3e8b341aa
Burris FullField TAC 30 1-4x24 riflescope,"40,963","20,482","17,622",bfcb64780192db8315c22a82aa0941c6,a012421c259caa316c763602932a0fac
Cobra EKP-8-02 reflex sight,0,0,0,0193eb974984d54ea645930f6183a07b,a266c6682e2e1d643e63e064c8629e9a
Cobra EKP-8-18 reflex sight,0,0,0,3ee78a86a05c278faa30922359896e59,93267e4ce394948b9094676b43e3c9df
Colt A2 Rearsight AR-15,0,0,0,d02733312ece78d1a5b6c21306bfe260,8d0eb911c28cdb3b52642f2a5ce0f297
DS Arms Holland Type Rearsight for SA-58,0,0,0,3df3f53c3c046c8960e6b96d2457c1f3,No hash
Dead Ringer Snake Eye Glock front sight,0,0,0,a10841f17f06bb50fbd5a65899b3cfcd,7a73f30f03a1b6aa8a6493d9a830cc27
Dead Ringer Snake Eye Glock rear sight,0,0,0,6160359314841d32a235a539f701957a,7957ebf6fb9579781a6e30f6d2b241de
ELCAN SpecterDR 1x/4x Scope,"39,793","19,897","18,459",f475e73252bb89d7c1cef8369c84d35f,cede81ccab3db7e47fc15aa729ddd143
ELCAN SpecterDR 1x/4x Scope FDE,0,0,0,9eb84e7bf164254e0f47ce2423ecc475,cede81ccab3db7e47fc15aa729ddd143
EOtech Vudu 1-6 riflescope,0,0,0,4c9ce0d17c15b48e1a2e1b816f196022,94d32766a79cd3e5c44b9437ede2c2f2
Eotech 553 holographic sight,0,0,0,2edd484cb6578ee46bef91c09f0d8efb,785b911e7d5749327f311535904513f7
Eotech EXPS3 holographic sight,0,0,0,04ce372e652346a7f6a09ee16923e38f,No hash
Eotech HHS-1 sight,0,0,0,67fdbf2fc4fb141d5cfc26497c0eb2f2,d3939d21bbc36ad9290a0305108513ff
Eotech HHS-1 sight Tan,0,0,0,4cb5e340b54d38fb8a0b075ecd8921ae,d3939d21bbc36ad9290a0305108513ff
Eotech XPS3-0 holographic sight,0,0,0,317028f1ffa83d7e34261b77df41a4e8,4852b817f3ae4f31539014c89a3a671b
Eotech XPS3-2 holographic sight,0,0,0,919b6654a4f3937024f47327173e3a1a,92de9971d310a402cac9d10e5b5eebd8
FN Ring sight reflex sight,0,0,0,ab4ed8ed4524d855a47c9e198384c3fe,c3dae5a1f1b832d4c4fd862d04160531
Five-seveN MK2 Standard Frontsight,0,0,0,5a4ec0e3e66088a779567be603aee38b,c67e3f833f9de1a788757637a846c66d
Five-seveN Standard Rear-sight,0,0,0,7504f4b5c55a0b27173809961a4f9f65,4f792cb8faf104bc3ffe5aabc7edb1d5
Ghost ring Rear sight for M590,0,0,0,5ee43b18bead0f1dd59cbecd94eee313,3bec2ff75f34722948d7d308e3c7e719
Ghost ring kit M590 Frontsight,0,0,0,df11f60d8074a885c44a683c6e3c9013,d610dda4a4364a60674e210e1689fc9c
Glock Front Sight,0,0,0,No hash,7a73f30f03a1b6aa8a6493d9a830cc27
Glock Rear Sight,0,0,0,692ba3dd14fac97b5940eeff9932db18,a7434a7c4318652df25f530a2f6a0aac
Glock ZEV Tech Rear sight,0,0,0,No hash,No hash
Glock ZEV Tech front sight,"1,3","1,3",728,No hash,No hash
HK 416A5 Flip Up Rearsight,0,0,0,d99914564ffec877afddc5353bab0b0d,3868c989495e45277858136f3691da6e
HK MP5 Drum Rearsight,0,0,0,aaa4f7fca99485b7fe08a0c8716fbf50,650486d8c1acdab8ecb9ee5dfcd2da60
Hensoldt FF 4-16x56 scope,"30,575","15,288","31,239",a11008139795d7bc6bf6edf824a01839,6f540a2a1aa0182d406bdb0d7eb5f615
Holosun HS401G5 reflex sight,"8,83","8,83","8,342",a2a131ff636cba7affbbf17e32271386,48242b4a76d88202d41156cf7748f018
IzhMash SOK-12 rear sight,0,0,0,No hash,No hash
Izhmash Rearsight base for RPK-16,0,0,0,0e4ed0cc75429f1be65e9edc8eccaea3,02d2f37f42750be05f6f3e4b681bd581
Izhmash Rearsight for RPK-16,0,0,0,648a9b9d4651a0a454dc915f4faa353a,d41fab774c73fa1b58d96ffd345884f9
Izhmash SV-98 Rearsight,0,0,0,a8e75fcb49182b43a4ba67a16b4ea576,No hash
Izhmash rear sight fro PP-19-01,0,0,0,No hash,No hash
KAC Folding micro sight Frontsight,0,0,0,55120145297e592ecf704323b8583f7b,63409f0dabeb12e6d81243f2bd455f10
KAC Folding micro sight Rear,0,0,0,196c5310ee59378c96a37e8225f27caa,a75abab25aab06e59f3d0e8e7d828907
KAC Folding sight Frontsight,0,0,0,5e13dddb5daf6211703b667ed8852d56,63409f0dabeb12e6d81243f2bd455f10
KAC Folding sight Rear,0,0,0,3227b65c5c1e72527cb434016f1bd551,a75abab25aab06e59f3d0e8e7d828907
KMZ 1P59 3-10x riflescope,"12,578","6,289","12,432",cf7ebcc3731f15347995309ff52955ab,e9c8daffcd9de32be5f3da042b2d0a0f
KMZ 1P69 3-10x riflescope,"14,686","7,343","14,112",da41bdbb43fcbcdba7f995820b1ce44c,e1fba72ca77a5c0de2cdf97dfe853a23
KRISS Defiance Low Profile Flip-Up rear sight,0,0,0,6f9deb99f517c273d52d434bc3a8acf0,8c0db4644a05cdb5722977af19483ba7
"Kriss ""Defiance Low Profile Flip Up"" Frontsight",0,0,0,d36053a904143f131bda1873971f8062,cc2dd2b267ff82484fe5ebf1efe41ce2
Leupold DeltaPoint Reflex Sight,"26,857","26,857","10,168",ee16781b930c2f1e92ddfd817fd8bf6e,7bed99695beae8a6fdadb996de005ec5
Leupold Mark 4 HAMR 4x24mm DeltaPoint hybrid assault scope,"38,69","19,345","24,025",7195a284b4cbbbb9c885fc205de49131,861eff0a10fbc841b083e9a945399572
Leupold Mark 4 LR 6.5-20x50 riflescope,"34,698","17,349","32,805",1f989dee26e4f1a05ac43654c6f8805f,9565f278519511479c685a9e03e794a5
M14 Enlarged Military Aperture Rearsight,0,0,0,7195a284b4cbbbb9c885fc205de49131,No hash
M1911A1 Front Sight,0,0,0,No hash,No hash
M1911A1 Rear Sight,0,0,0,No hash,No hash
M9A3 Standard Frontsight,0,0,0,No hash,No hash
MP7 Flip Up Frontsight,0,0,0,No hash,60fba3a3e82c10d363e54c69548684a1
MP7 Flip Up Rearsight,0,0,0,No hash,9133944d7ee5c39869c470b23a1e2561
Magpul MBUS Gen.2 Frontsight,0,0,0,6c87c864fb4e9b4dce80c693782ee2a0,ba6b9267d37588bc2e323c2bab6e08da
Magpul MBUS Gen.2 Frontsight FDE,0,0,0,501f299b1e05de3d78c9eba110a119cc,44682293458bf4675dd9452763fc3db1
Magpul MBUS Gen.2 Rearsight,0,0,0,541fd522f6732ab7092c83455e03f9bf,17e0091ba994560c0ec2384573b661ba
Magpul MBUS Gen.2 Rearsight FDE,0,0,0,68d748e4203b59a4d36d942eb6a26fee,e6f1015f7e04719d105ba3ee056e3e90
"Meprolight ""Tru Dot Night Sight"" Frontsight for P226",0,0,0,6d0eb0604be461a5d22ef7e590db7a3d,0d7287fb50cc9c1806c90ac561b7b956
Meprolight Tru Dot Night Sight rear sight for P226,0,0,0,76e7468426389fc436c8a0dcf6754e37,5af23f45f2f182f2f35486e61ad522f7
Monstrum Compact prism scope 2x32,0,0,0,673ff263fa80801624b22fecc6e487f7,9707eef7071bc64e3bafd55d941ac703
Mosin Rearsight,0,0,0,9eed946d82dba48da082f70833b22017,c25f15ebbd41558899822aef8d0626f6
Mosin carbine Rearsight,0,0,0,99e1d74476b9a53e06374027fb8884b9,e2c67216a2c046a1b061d3b726bd05fb
Mosin frontsight,0,0,0,8d703fa6597d0acd0f34ae62e7bf7eb7,b13f8b8a6c4e50704803c8823e740013
NPZ USP-1 4x scope,0,0,0,4697aadc60ecb7683d92c6d64300c367,d1de0c41f0cedef44981b29464737420
NcSTAR ADO P4 Sniper 3-9x42 riflescope,"30,222","15,111","28,753",3794c0828fa461a74708e6e8ec0bca57,9b7e8748f7ea92f740091059184d9212
Nightforce ATACR 7-35x56 riflescope,"84,166","42,083","49,166",a9bbf53bc68e672f97932cbc61252638,972f03c001d40d93ba9ad887eaa7e98c
Novak Lomount Front Sight,0,0,0,No hash,No hash
Novak Lomount Rear Sight,0,0,0,No hash,No hash
OKP-7 reflex sight,"16,131","16,131","8,487",ff625066e9c5b3894ef81a0f67439e59,e76c195773057a09c49b7d99e662a576
OKP-7 reflex sight,"16,131","16,131","8,487",ff625066e9c5b3894ef81a0f67439e59,e76c195773057a09c49b7d99e662a576
Optical scope March Tactical 3-24x42 FFP,0,0,0,2c71b1cf4c5c07d94742f4c4c0a8a147,9188bf989c5f5abfb5b9e41ca00f4711
PAG-17 scope,0,0,0,No hash,No hash
PU 3.5x riflescope,"13,161","13,161","6,908",22a09fced40f14dfded0b13d91dbb4fa,9374fa2e31991ad0bf10a0e54c162546
Primary Arms Compact prism scope 2.5x,0,0,0,6c5447c846f35ab8da3e4e678b2fff16,421bd86073dc66b28d751059d3e3bac2
Rearsight AR-15 Carry Handle,0,0,0,6c5447c846f35ab8da3e4e678b2fff16,18be26b33e1ccad9118a72464ccbca41
Rearsight ASh-12 Carry Handle,0,0,0,dde0d9ee2634c562bb81b21306426193,224dcbf28bfe47bb79c0aa59daf460d2
SA National Match .062 blade Frontsight M1A,0,0,0,No hash,No hash
SA XS Post .125 blade Frontsight M1A,0,0,0,dfa5052b1b7a22fcf403d75760a9dd96,e399474cf6f30a7404f30b5e9121daaf
SIG MCX Flip Up sight Rearsight,0,0,0,6432af27e839f31261fbe0cd07b65a3f,7df5887734b5ac767fbc131b52a214a2
SIG MCX Folding sight Frontsight,0,0,0,70446141d6c0f2a29f0303647f68098a,19b3f6818151fd41e541f0ace31e7b5b
SIG MPX Flip Up Frontsight,0,0,0,639250011ceb00c17caa291bb04565a9,No hash
SIG MPX Flip Up Rearsight,0,0,0,94185598b3c9aaa331bef2b7f97b5954,No hash
SKS Standard Rearsight,0,0,0,f942a1e6e4c1f452072dfbfd562ab3ff,5c9c5fded7c894424ef2df781b6fa90a
SOK-12 CSS SIGHT RAIL MOUNT rear sight,0,0,0,3efced618297c8c3887509733a4544e6,92df554459ff5304aebeed38bf404e72
SVDS Rearsight,0,0,0,5ef3fd5881bf9b50b098e4c3a8ffd005,2b08dd49cb18deb36639ce37d86b4728
SVDS frontsight,0,0,0,7a545214809cccec7122cd5797aa40df,b5e2a3437816a8cf78136cbd6987964f
Sig BRAVO4 4X30 Scope,0,0,0,a2aade5a1c9598a54c7fd3e116e4e9d8,c81811351651fb94f0abe4dcd74f564f
Sig Sauer P226 Standard Rearsight,0,0,0,No hash,No hash
Sig Sauer Romeo 4 reflex sight,0,0,0,7af6ef5d74d0d9e04f7b9de459e21620,7a6fe5ee103f0ad64c921f18593fa8b9
Sig Sauer Standard Frontsight,0,0,0,ef7fbf4d95df4907509fc4e195c6752a,137237991fc1f970821aa59865c918c7
Sight Mount M9 rear sight bearing,0,0,0,9d2fc8c61764618d4f14395dd8d2bba7,57c5717fa8183a3cd611b21d811a7b0e
Sight Mount Sig 220-239 rear sight bearing,0,0,0,a84c55d9e7fcf284478f09f982da8c4f,31d229053cd7d7b93c178916d158150d
Tactica Tula TT01 Rearsight Weaver Adapter,0,0,0,9fec123177be257edc607b1bb7e231f4,a87abcf14d585e02cbdb31286e9919a4
Trijicon ACOG 3.5x35 scope,"16,314","8,157","13,147",4a600b6f8a657ae63c3f8e74ee6c9e12,16fb6f4928734184a3a3dca5f3907cc4
Trijicon ACOG TA01NSN 4x32 scope,"19,198","9,599","15,491",30936fb2fd3026cbbfa8e81ed35ec041,eab4625fbb3d1298170c47dd8d7b0666
Trijicon ACOG TA01NSN 4x32 scope TAN,0,0,0,b240de780ea7e0457ee81b81a7a8c82a,bcd80d02b232da19b279181c102ea95d
Trijicon ACOG backup rear sight,"2,4","2,4","1,344",No hash,No hash
Trijicon RMR,"8,336","8,336",892,94c55580917e97249e1940484046a8d4,3d82f08d6094874c93dc85cb49bd66eb
Trijicon SRS-02 reflex sight,"18,331","18,331","12,824",7d79932ffcd844dfa170687565a7af0e,61521fb38a4151c561b788a7f008dac3
Truglo TFX Glock front sight,0,0,0,b85679f17ee0fa354a062608ef65df0e,ee65833af9456b69e757755ef412d358
Truglo TFX Glock rear sight,0,0,0,87d3b4462d68e1e104772fd0fd8f9dc0,a22edf0426eeac9c915bccfeaf7e432e
UTG Low Profile A2 Frontsight AR-15,0,0,0,2241cfe0fc87d367691ff2b0952d6aba,98e86ad4d4f25cf6a35e866d8e900e90
